process_code,process_name,endpoint,node_no,state_code,business_node,employee_duty,center_duty,tech_duty,data_object,domain_event,node_output
P025,报销闭环,员工端,3,S03,票据验真与防重,查看/配合,监督/协同,系统自动/技术保障,P025_S03,P025.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P025,报销闭环,员工端,4,S04,业务真实性审批,查看/配合,主办/决策,配置支撑/留痕,P025_S04,P025.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P025,报销闭环,员工端,5,S05,预算校验,查看/配合,主办/决策,配置支撑/留痕,P025_S05,P025.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P025,报销闭环,员工端,6,S06,财务复核,查看/配合,主办/决策,配置支撑/留痕,P025_S06,P025.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P025,报销闭环,员工端,7,S07,付款,查看/配合,监督/协同,配置支撑/留痕,P025_S07,P025.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P025,报销闭环,员工端,8,S08,回执,查看/配合,监督/协同,配置支撑/留痕,P025_S08,P025.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P025,报销闭环,员工端,9,S09,对账归档,查看/配合,主办/决策,配置支撑/留痕,P025_S09,P025.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,1,S01,借款申请,主办/填写,监督/协同,配置支撑/留痕,P026_S01,P026.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,2,S02,预算与必要性审批,查看/配合,主办/决策,配置支撑/留痕,P026_S02,P026.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,3,S03,付款,查看/配合,监督/协同,配置支撑/留痕,P026_S03,P026.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,4,S04,费用发生,查看/配合,监督/协同,配置支撑/留痕,P026_S04,P026.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,5,S05,报销抵扣,查看/配合,监督/协同,配置支撑/留痕,P026_S05,P026.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,6,S06,余额归还,主办/填写,监督/协同,配置支撑/留痕,P026_S06,P026.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,7,S07,财务确认,主办/填写,主办/决策,配置支撑/留痕,P026_S07,P026.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P026,借款核销,员工端,8,S08,关闭,查看/配合,主办/决策,配置支撑/留痕,P026_S08,P026.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,1,S01,生成对账批次,查看/配合,主办/决策,系统自动/技术保障,P027_S01,P027.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,2,S02,拉取双方数据,查看/配合,监督/协同,配置支撑/留痕,P027_S02,P027.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,3,S03,自动匹配,查看/配合,监督/协同,系统自动/技术保障,P027_S03,P027.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,4,S04,差异分类,查看/配合,监督/协同,配置支撑/留痕,P027_S04,P027.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,5,S05,责任人处理,查看/配合,主办/决策,配置支撑/留痕,P027_S05,P027.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,6,S06,复核,查看/配合,主办/决策,配置支撑/留痕,P027_S06,P027.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,7,S07,调整或冲销,查看/配合,监督/协同,配置支撑/留痕,P027_S07,P027.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P027,跨系统对账,员工端,8,S08,对账关闭,查看/配合,主办/决策,配置支撑/留痕,P027_S08,P027.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,1,S01,用人需求,查看/配合,监督/协同,配置支撑/留痕,P028_S01,P028.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,2,S02,编制预算审批,查看/配合,主办/决策,配置支撑/留痕,P028_S02,P028.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,3,S03,招聘,查看/配合,监督/协同,配置支撑/留痕,P028_S03,P028.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,4,S04,面试1000分评价,主办/填写,监督/协同,配置支撑/留痕,P028_S04,P028.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,5,S05,录用审批,查看/配合,主办/决策,配置支撑/留痕,P028_S05,P028.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,6,S06,候选人接受,查看/配合,监督/协同,配置支撑/留痕,P028_S06,P028.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,7,S07,编制锁定,查看/配合,主办/决策,配置支撑/留痕,P028_S07,P028.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,8,S08,员工预档,查看/配合,监督/协同,配置支撑/留痕,P028_S08,P028.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,9,S09,到岗确认,主办/填写,主办/决策,配置支撑/留痕,P028_S09,P028.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,10,S10,合同与权限任务,查看/配合,监督/协同,系统自动/技术保障,P028_S10,P028.stage.10.completed,节点结果、附件、状态事件、通知与审计记录
P028,录用入职闭环,员工端,11,S11,入职完成,查看/配合,监督/协同,配置支撑/留痕,P028_S11,P028.stage.11.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,1,S01,申请,主办/填写,监督/协同,配置支撑/留痕,P029_S01,P029.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,2,S02,编制与资格校验,查看/配合,主办/决策,配置支撑/留痕,P029_S02,P029.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,3,S03,薪酬合同影响分析,查看/配合,监督/协同,配置支撑/留痕,P029_S03,P029.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,4,S04,审批,查看/配合,主办/决策,配置支撑/留痕,P029_S04,P029.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,5,S05,交接,主办/填写,监督/协同,配置支撑/留痕,P029_S05,P029.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,6,S06,生效,查看/配合,监督/协同,配置支撑/留痕,P029_S06,P029.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,7,S07,权限考勤学习绩效切换,主办/填写,监督/协同,系统自动/技术保障,P029_S07,P029.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,8,S08,补偿,查看/配合,监督/协同,配置支撑/留痕,P029_S08,P029.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P029,调岗闭环,员工端,9,S09,归档,查看/配合,主办/决策,配置支撑/留痕,P029_S09,P029.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,1,S01,申请或公司发起,主办/填写,监督/协同,配置支撑/留痕,P030_S01,P030.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,2,S02,审批,查看/配合,主办/决策,配置支撑/留痕,P030_S02,P030.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,3,S03,交接计划,主办/填写,主办/决策,配置支撑/留痕,P030_S03,P030.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,4,S04,业务与资产移交,查看/配合,监督/协同,配置支撑/留痕,P030_S04,P030.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,5,S05,权限回收,查看/配合,监督/协同,系统自动/技术保障,P030_S05,P030.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,6,S06,有效离职时点确认,主办/填写,主办/决策,配置支撑/留痕,P030_S06,P030.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,7,S07,财务结算或转独立义务,查看/配合,监督/协同,配置支撑/留痕,P030_S07,P030.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,8,S08,证明,查看/配合,监督/协同,配置支撑/留痕,P030_S08,P030.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P030,离职闭环,员工端,9,S09,归档,查看/配合,主办/决策,配置支撑/留痕,P030_S09,P030.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,1,S01,业务模块生成归档包,查看/配合,主办/决策,系统自动/技术保障,P031_S01,P031.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,2,S02,提交移交,查看/配合,监督/协同,配置支撑/留痕,P031_S02,P031.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,3,S03,格式与完整性校验,查看/配合,主办/决策,配置支撑/留痕,P031_S03,P031.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,4,S04,缺件退回,查看/配合,监督/协同,配置支撑/留痕,P031_S04,P031.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,5,S05,档案编号,查看/配合,监督/协同,配置支撑/留痕,P031_S05,P031.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,6,S06,实体或电子入库,查看/配合,监督/协同,配置支撑/留痕,P031_S06,P031.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,7,S07,接收回执,查看/配合,监督/协同,配置支撑/留痕,P031_S07,P031.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P031,归档接收,员工端,8,S08,冻结,查看/配合,监督/协同,配置支撑/留痕,P031_S08,P031.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,1,S01,申请,主办/填写,监督/协同,配置支撑/留痕,P032_S01,P032.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,2,S02,范围与用途审批,查看/配合,主办/决策,配置支撑/留痕,P032_S02,P032.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,3,S03,档案出库或授权,查看/配合,监督/协同,配置支撑/留痕,P032_S03,P032.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,4,S04,使用留痕,主办/填写,监督/协同,配置支撑/留痕,P032_S04,P032.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,5,S05,到期提醒,查看/配合,监督/协同,配置支撑/留痕,P032_S05,P032.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,6,S06,归还验收,主办/填写,主办/决策,配置支撑/留痕,P032_S06,P032.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,7,S07,状态恢复,查看/配合,监督/协同,配置支撑/留痕,P032_S07,P032.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P032,借阅归还,员工端,8,S08,归档,查看/配合,主办/决策,配置支撑/留痕,P032_S08,P032.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,1,S01,到期扫描,查看/配合,监督/协同,配置支撑/留痕,P033_S01,P033.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,2,S02,鉴定清单,查看/配合,主办/决策,配置支撑/留痕,P033_S02,P033.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,3,S03,业务与法务会签,查看/配合,监督/协同,配置支撑/留痕,P033_S03,P033.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,4,S04,有权审批,查看/配合,主办/决策,配置支撑/留痕,P033_S04,P033.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,5,S05,销毁执行,主办/填写,监督/协同,配置支撑/留痕,P033_S05,P033.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,6,S06,双人见证,查看/配合,监督/协同,配置支撑/留痕,P033_S06,P033.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P033,销毁鉴定,员工端,7,S07,证明归档,查看/配合,主办/决策,配置支撑/留痕,P033_S07,P033.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,1,S01,需求申请,主办/填写,监督/协同,配置支撑/留痕,P034_S01,P034.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,2,S02,库存核查,查看/配合,监督/协同,配置支撑/留痕,P034_S02,P034.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,3,S03,预算校验,查看/配合,主办/决策,配置支撑/留痕,P034_S03,P034.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,4,S04,采购审批,查看/配合,主办/决策,配置支撑/留痕,P034_S04,P034.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,5,S05,询比价,查看/配合,监督/协同,配置支撑/留痕,P034_S05,P034.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,6,S06,定标,查看/配合,主办/决策,配置支撑/留痕,P034_S06,P034.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,7,S07,订单,查看/配合,监督/协同,配置支撑/留痕,P034_S07,P034.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,8,S08,到货,查看/配合,监督/协同,配置支撑/留痕,P034_S08,P034.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,9,S09,专业验收,查看/配合,主办/决策,配置支撑/留痕,P034_S09,P034.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,10,S10,入库,查看/配合,监督/协同,配置支撑/留痕,P034_S10,P034.stage.10.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,11,S11,对账,查看/配合,主办/决策,配置支撑/留痕,P034_S11,P034.stage.11.completed,节点结果、附件、状态事件、通知与审计记录
P034,标准采购,员工端,12,S12,归档,查看/配合,主办/决策,配置支撑/留痕,P034_S12,P034.stage.12.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,1,S01,紧急原因登记,主办/填写,监督/协同,配置支撑/留痕,P035_S01,P035.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,2,S02,授权审批,查看/配合,主办/决策,配置支撑/留痕,P035_S02,P035.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,3,S03,限额采购,查看/配合,监督/协同,配置支撑/留痕,P035_S03,P035.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,4,S04,到货验收,查看/配合,主办/决策,配置支撑/留痕,P035_S04,P035.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,5,S05,事后补充材料,查看/配合,监督/协同,配置支撑/留痕,P035_S05,P035.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,6,S06,财务复核,查看/配合,主办/决策,配置支撑/留痕,P035_S06,P035.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P035,紧急采购,员工端,7,S07,专项审计,查看/配合,监督/协同,系统自动/技术保障,P035_S07,P035.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,1,S01,验收不合格,查看/配合,主办/决策,配置支撑/留痕,P036_S01,P036.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,2,S02,隔离,查看/配合,监督/协同,配置支撑/留痕,P036_S02,P036.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,3,S03,责任确认,主办/填写,主办/决策,配置支撑/留痕,P036_S03,P036.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,4,S04,退换货审批,查看/配合,主办/决策,配置支撑/留痕,P036_S04,P036.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,5,S05,供应商处理,查看/配合,主办/决策,配置支撑/留痕,P036_S05,P036.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,6,S06,重新验收或退款,查看/配合,主办/决策,配置支撑/留痕,P036_S06,P036.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P036,退换货,员工端,7,S07,库存财务回写,查看/配合,监督/协同,系统自动/技术保障,P036_S07,P036.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,1,S01,创建订单,查看/配合,监督/协同,配置支撑/留痕,P037_S01,P037.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,2,S02,价格规则校验,查看/配合,主办/决策,配置支撑/留痕,P037_S02,P037.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,3,S03,支付,查看/配合,监督/协同,配置支撑/留痕,P037_S03,P037.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,4,S04,出票,查看/配合,监督/协同,配置支撑/留痕,P037_S04,P037.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,5,S05,入园核验,查看/配合,主办/决策,配置支撑/留痕,P037_S05,P037.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,6,S06,核销,主办/填写,监督/协同,配置支撑/留痕,P037_S06,P037.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,7,S07,异常处理,查看/配合,主办/决策,配置支撑/留痕,P037_S07,P037.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P037,售检票闭环,员工端,8,S08,日结对账,查看/配合,主办/决策,配置支撑/留痕,P037_S08,P037.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,1,S01,申请,主办/填写,监督/协同,配置支撑/留痕,P038_S01,P038.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,2,S02,规则校验,查看/配合,主办/决策,配置支撑/留痕,P038_S02,P038.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,3,S03,审批或自动判断,查看/配合,主办/决策,系统自动/技术保障,P038_S03,P038.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,4,S04,票码冻结,查看/配合,监督/协同,配置支撑/留痕,P038_S04,P038.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,5,S05,退款/改签执行,主办/填写,监督/协同,配置支撑/留痕,P038_S05,P038.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,6,S06,支付回执,查看/配合,监督/协同,配置支撑/留痕,P038_S06,P038.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P038,退款改签,员工端,7,S07,票务与财务冲销,查看/配合,监督/协同,配置支撑/留痕,P038_S07,P038.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,1,S01,设备离线,查看/配合,监督/协同,系统自动/技术保障,P039_S01,P039.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,2,S02,本地白名单核验,查看/配合,主办/决策,配置支撑/留痕,P039_S02,P039.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,3,S03,离线记录,查看/配合,监督/协同,系统自动/技术保障,P039_S03,P039.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,4,S04,网络恢复,查看/配合,监督/协同,系统自动/技术保障,P039_S04,P039.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,5,S05,批量回传,查看/配合,监督/协同,配置支撑/留痕,P039_S05,P039.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,6,S06,防重合并,查看/配合,监督/协同,系统自动/技术保障,P039_S06,P039.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P039,离线检票,员工端,7,S07,差异处理,查看/配合,主办/决策,配置支撑/留痕,P039_S07,P039.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,1,S01,线索录入,查看/配合,监督/协同,配置支撑/留痕,P040_S01,P040.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,2,S02,查重与归属,查看/配合,监督/协同,配置支撑/留痕,P040_S02,P040.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,3,S03,初步评估,查看/配合,监督/协同,配置支撑/留痕,P040_S03,P040.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,4,S04,客户沟通,主办/填写,监督/协同,配置支撑/留痕,P040_S04,P040.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,5,S05,方案与报价,查看/配合,监督/协同,配置支撑/留痕,P040_S05,P040.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,6,S06,商务审批,查看/配合,主办/决策,配置支撑/留痕,P040_S06,P040.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,7,S07,合同协同,查看/配合,监督/协同,配置支撑/留痕,P040_S07,P040.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,8,S08,交付移交,查看/配合,监督/协同,配置支撑/留痕,P040_S08,P040.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,9,S09,回款跟踪,查看/配合,监督/协同,配置支撑/留痕,P040_S09,P040.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P040,商机推进,员工端,10,S10,复盘,查看/配合,主办/决策,配置支撑/留痕,P040_S10,P040.stage.10.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,1,S01,活动立项,查看/配合,监督/协同,配置支撑/留痕,P041_S01,P041.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,2,S02,目标与预算,查看/配合,监督/协同,配置支撑/留痕,P041_S02,P041.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,3,S03,企划协同,查看/配合,监督/协同,配置支撑/留痕,P041_S03,P041.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,4,S04,新媒体发布,查看/配合,主办/决策,配置支撑/留痕,P041_S04,P041.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,5,S05,行政资源,查看/配合,主办/决策,配置支撑/留痕,P041_S05,P041.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,6,S06,现场执行,主办/填写,监督/协同,配置支撑/留痕,P041_S06,P041.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,7,S07,线索回收,查看/配合,监督/协同,配置支撑/留痕,P041_S07,P041.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,8,S08,费用对账,查看/配合,主办/决策,配置支撑/留痕,P041_S08,P041.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P041,市场活动,员工端,9,S09,效果复盘,查看/配合,主办/决策,配置支撑/留痕,P041_S09,P041.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,1,S01,渠道申请,主办/填写,监督/协同,配置支撑/留痕,P042_S01,P042.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,2,S02,资质核验,查看/配合,主办/决策,配置支撑/留痕,P042_S02,P042.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,3,S03,风险评估,查看/配合,监督/协同,配置支撑/留痕,P042_S03,P042.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,4,S04,合作审批,查看/配合,主办/决策,配置支撑/留痕,P042_S04,P042.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,5,S05,合同签署,查看/配合,监督/协同,配置支撑/留痕,P042_S05,P042.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,6,S06,账号与价格权限,查看/配合,监督/协同,系统自动/技术保障,P042_S06,P042.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,7,S07,观察期,查看/配合,监督/协同,配置支撑/留痕,P042_S07,P042.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P042,渠道准入,员工端,8,S08,正式评级,查看/配合,监督/协同,配置支撑/留痕,P042_S08,P042.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,1,S01,需求调研,查看/配合,监督/协同,配置支撑/留痕,P043_S01,P043.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,2,S02,课程设计,查看/配合,监督/协同,配置支撑/留痕,P043_S02,P043.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,3,S03,内容与安全评审,查看/配合,主办/决策,配置支撑/留痕,P043_S03,P043.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,4,S04,成本定价,查看/配合,监督/协同,配置支撑/留痕,P043_S04,P043.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,5,S05,试讲,查看/配合,监督/协同,配置支撑/留痕,P043_S05,P043.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,6,S06,版本批准,查看/配合,主办/决策,配置支撑/留痕,P043_S06,P043.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,7,S07,发布,查看/配合,主办/决策,配置支撑/留痕,P043_S07,P043.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P043,课程产品上线,员工端,8,S08,复审,查看/配合,监督/协同,配置支撑/留痕,P043_S08,P043.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,1,S01,订单确认,主办/填写,主办/决策,配置支撑/留痕,P044_S01,P044.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,2,S02,团队与需求核验,查看/配合,主办/决策,配置支撑/留痕,P044_S02,P044.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,3,S03,排课,查看/配合,监督/协同,配置支撑/留痕,P044_S03,P044.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,4,S04,资源子单,查看/配合,主办/决策,配置支撑/留痕,P044_S04,P044.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,5,S05,行前确认,主办/填写,主办/决策,配置支撑/留痕,P044_S05,P044.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,6,S06,签到,查看/配合,监督/协同,配置支撑/留痕,P044_S06,P044.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,7,S07,教学与实操,查看/配合,监督/协同,配置支撑/留痕,P044_S07,P044.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,8,S08,异常处理,查看/配合,主办/决策,配置支撑/留痕,P044_S08,P044.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P044,研学团队交付,员工端,9,S09,评价,主办/填写,监督/协同,配置支撑/留痕,P044_S09,P044.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
