process_code,process_name,endpoint,interface_code,external_system,purpose,interaction,key_data,idempotency_key,retry_policy,compensation,audit
P108,舆情,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P108-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P108,舆情,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P108-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P108,舆情,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P108-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P108,舆情,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P108-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P108,舆情,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P108-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P108,舆情,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P108-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P108,舆情,员工端,I07,内容资产与渠道平台,素材、版本、版权、发布与数据回流,API+平台回调,内容ID/渠道ID/发布状态/指标,P108-07-{业务主键},指数退避3次；超限转死信/人工,回调验签；平台差异对账,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P109-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P109-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P109-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P109-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P109-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P109-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P109,品牌授权,员工端,I07,内容资产与渠道平台,素材、版本、版权、发布与数据回流,API+平台回调,内容ID/渠道ID/发布状态/指标,P109-07-{业务主键},指数退避3次；超限转死信/人工,回调验签；平台差异对账,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P110-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P110-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P110-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P110-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P110-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P110-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P110,物料审核,员工端,I07,内容资产与渠道平台,素材、版本、版权、发布与数据回流,API+平台回调,内容ID/渠道ID/发布状态/指标,P110-07-{业务主键},指数退避3次；超限转死信/人工,回调验签；平台差异对账,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P111-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P111-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P111-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P111-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P111-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P111-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I07,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P111-07-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P111,侵权处理,员工端,I08,内容资产与渠道平台,素材、版本、版权、发布与数据回流,API+平台回调,内容ID/渠道ID/发布状态/指标,P111-08-{业务主键},指数退避3次；超限转死信/人工,回调验签；平台差异对账,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P112-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P112-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P112-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P112-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P112-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P112-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I07,财务预算与支付,预算占用、票据、付款、凭证、对账,API+批次,预算项/金额/凭证号,P112-07-{业务主键},指数退避3次；超限转死信/人工,冲销补偿；T+1对账,请求ID、响应码、耗时、摘要、重试和最终结果
P112,标准接待,员工端,I08,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P112-08-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P113-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P113-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P113-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P113-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P113-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P113-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P113,临时变更,员工端,I07,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P113-07-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P114-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P114-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P114-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P114-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P114-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P114-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I07,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P114-07-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P114,导游执行,员工端,I08,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P114-08-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P115-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P115-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P115-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P115-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P115-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P115-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P115,接待客诉,员工端,I07,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P115-07-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P116-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P116-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P116-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P116-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P116-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P116-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P116,线索转商机,员工端,I07,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P116-07-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P117-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P117-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P117-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P117-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P117-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P117-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I07,财务预算与支付,预算占用、票据、付款、凭证、对账,API+批次,预算项/金额/凭证号,P117-07-{业务主键},指数退避3次；超限转死信/人工,冲销补偿；T+1对账,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I08,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P117-08-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P117,销售成交,员工端,I09,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P117-09-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P118-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P118-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P118-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P118-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P118-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P118-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I07,人力资源与考勤,员工、编制、合同、假勤、排班、绩效,API+事件,员工ID/岗位/时间/分数,P118-07-{业务主键},指数退避3次；超限转死信/人工,对账补偿；差异工单,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I08,财务预算与支付,预算占用、票据、付款、凭证、对账,API+批次,预算项/金额/凭证号,P118-08-{业务主键},指数退避3次；超限转死信/人工,冲销补偿；T+1对账,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I09,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P118-09-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P118,二次销售,员工端,I10,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P118-10-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P119-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P119-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P119-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P119-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P119-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P119-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I07,人力资源与考勤,员工、编制、合同、假勤、排班、绩效,API+事件,员工ID/岗位/时间/分数,P119-07-{业务主键},指数退避3次；超限转死信/人工,对账补偿；差异工单,请求ID、响应码、耗时、摘要、重试和最终结果
P119,客户移交,员工端,I08,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P119-08-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P120-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P120-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P120-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P120-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P120-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P120-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P120,全员生命周期闭环,员工端,I07,人力资源与考勤,员工、编制、合同、假勤、排班、绩效,API+事件,员工ID/岗位/时间/分数,P120-07-{业务主键},指数退避3次；超限转死信/人工,对账补偿；差异工单,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P121-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I02,组织与员工主数据,中心、部门、岗位、员工关系,同步查询+事件订阅,组织ID/员工ID/有效期,P121-02-{业务主键},指数退避3次；超限转死信/人工,缓存降级；变更事件补偿,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I03,流程任务中心,实例、任务、状态、待办,内部事务+消息,实例号/任务号/状态,P121-03-{业务主键},指数退避3次；超限转死信/人工,幂等重试；死信队列,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I04,消息通知中心,站内信、短信、邮件、企业微信,异步消息,模板变量/接收人/业务链接,P121-04-{业务主键},指数退避3次；超限转死信/人工,重试3次；失败告警,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I05,文件与电子证据,附件、哈希、水印、短时下载,对象存储+签名URL,文件ID/哈希/敏感级别,P121-05-{业务主键},指数退避3次；超限转死信/人工,病毒隔离；链接过期,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I06,审计日志平台,操作、前后值、接口请求ID,异步不可篡改日志,操作者/身份/时间/设备/IP,P121-06-{业务主键},指数退避3次；超限转死信/人工,关键审计失败阻断,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I07,财务预算与支付,预算占用、票据、付款、凭证、对账,API+批次,预算项/金额/凭证号,P121-07-{业务主键},指数退避3次；超限转死信/人工,冲销补偿；T+1对账,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I08,订单票务与支付,订单、支付、出票、核销、退款,API+消息,订单号/票码/金额/状态,P121-08-{业务主键},指数退避3次；超限转死信/人工,幂等回调；差异队列,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I09,CRM与客户主数据,客户、联系人、线索、商机、归属,API+事件,客户ID/商机号/负责人,P121-09-{业务主键},指数退避3次；超限转死信/人工,查重合并；归属冲突工单,请求ID、响应码、耗时、摘要、重试和最终结果
P121,市场获客到交付回款闭环,员工端,I10,内容资产与渠道平台,素材、版本、版权、发布与数据回流,API+平台回调,内容ID/渠道ID/发布状态/指标,P121-10-{业务主键},指数退避3次；超限转死信/人工,回调验签；平台差异对账,请求ID、响应码、耗时、摘要、重试和最终结果
P122,接待资源闭环,员工端,I01,统一身份与MFA,认证、任职身份、二次认证,同步调用,用户ID/身份ID/认证级别,P122-01-{业务主键},指数退避3次；超限转死信/人工,超时拒绝高风险操作,请求ID、响应码、耗时、摘要、重试和最终结果
