process_code,process_name,endpoint,state_code,state_name,enter_condition,allowed_action,next_state,sla,timeout_policy,rollback_rule,audit_point
P081,飞行事故,员工端,S08,整改与复飞审批,专业调查,提交/确认/处理/退回/转交（按权限）,已关闭,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S01,读取节目场次,流程触发/发起,提交/确认/处理/退回/转交（按权限）,生成技术任务,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S02,生成技术任务,读取节目场次,提交/确认/处理/退回/转交（按权限）,人员排班,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S03,人员排班,生成技术任务,提交/确认/处理/退回/转交（按权限）,设备配置,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S04,设备配置,人员排班,提交/确认/处理/退回/转交（按权限）,场前联调,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S05,场前联调,设备配置,提交/确认/处理/退回/转交（按权限）,场中值守,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S06,场中值守,场前联调,提交/确认/处理/退回/转交（按权限）,场后检查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S07,场后检查,场中值守,提交/确认/处理/退回/转交（按权限）,结果确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P082,场次技术保障,员工端,S08,结果确认,场后检查,提交/确认/处理/退回/转交（按权限）,已关闭,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S01,故障发现,流程触发/发起,提交/确认/处理/退回/转交（按权限）,风险分级,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S02,风险分级,故障发现,提交/确认/处理/退回/转交（按权限）,立即隔离/降级,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S03,立即隔离/降级,风险分级,提交/确认/处理/退回/转交（按权限）,替代方案,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S04,替代方案,立即隔离/降级,提交/确认/处理/退回/转交（按权限）,维修工单,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S05,维修工单,替代方案,提交/确认/处理/退回/转交（按权限）,验收,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S06,验收,维修工单,提交/确认/处理/退回/转交（按权限）,恢复,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S07,恢复,验收,提交/确认/处理/退回/转交（按权限）,根因分析,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P083,设备故障,员工端,S08,根因分析,恢复,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S01,重大故障,流程触发/发起,提交/确认/处理/退回/转交（按权限）,安全评估,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S02,安全评估,重大故障,提交/确认/处理/退回/转交（按权限）,提出停演建议,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S03,提出停演建议,安全评估,提交/确认/处理/退回/转交（按权限）,有权决定,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S04,有权决定,提出停演建议,提交/确认/处理/退回/转交（按权限）,通知相关中心,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S05,通知相关中心,有权决定,提交/确认/处理/退回/转交（按权限）,现场处置,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S06,现场处置,通知相关中心,提交/确认/处理/退回/转交（按权限）,复演验证,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P084,停演技术建议,员工端,S07,复演验证,现场处置,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S01,监控或用户发现,流程触发/发起,提交/确认/处理/退回/转交（按权限）,告警归并,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S02,告警归并,监控或用户发现,提交/确认/处理/退回/转交（按权限）,影响范围判断,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S03,影响范围判断,告警归并,提交/确认/处理/退回/转交（按权限）,应急恢复,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S04,应急恢复,影响范围判断,提交/确认/处理/退回/转交（按权限）,通知业务,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S05,通知业务,应急恢复,提交/确认/处理/退回/转交（按权限）,根因修复,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S06,根因修复,通知业务,提交/确认/处理/退回/转交（按权限）,验证,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S07,验证,根因修复,提交/确认/处理/退回/转交（按权限）,复盘,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P085,网络故障,员工端,S08,复盘,验证,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S01,变更申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,影响与风险,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S02,影响与风险,变更申请,提交/确认/处理/退回/转交（按权限）,技术评审,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S03,技术评审,影响与风险,提交/确认/处理/退回/转交（按权限）,业务确认,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S04,业务确认,技术评审,提交/确认/处理/退回/转交（按权限）,变更窗口,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S05,变更窗口,业务确认,提交/确认/处理/退回/转交（按权限）,执行,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S06,执行,变更窗口,提交/确认/处理/退回/转交（按权限）,验证,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S07,验证,执行,提交/确认/处理/退回/转交（按权限）,回退或关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P086,网络变更,员工端,S08,回退或关闭,验证,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S01,活动需求,流程触发/发起,提交/确认/处理/退回/转交（按权限）,容量与覆盖评估,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S02,容量与覆盖评估,活动需求,提交/确认/处理/退回/转交（按权限）,临时设备/链路,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S03,临时设备/链路,容量与覆盖评估,提交/确认/处理/退回/转交（按权限）,联调,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S04,联调,临时设备/链路,提交/确认/处理/退回/转交（按权限）,现场值守,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S05,现场值守,联调,提交/确认/处理/退回/转交（按权限）,撤场,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S06,撤场,现场值守,提交/确认/处理/退回/转交（按权限）,数据复盘,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P087,活动保障,员工端,S07,数据复盘,撤场,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S01,用户申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,服务目录匹配,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S02,服务目录匹配,用户申请,提交/确认/处理/退回/转交（按权限）,自动/人工分派,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S03,自动/人工分派,服务目录匹配,提交/确认/处理/退回/转交（按权限）,处理,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S04,处理,自动/人工分派,提交/确认/处理/退回/转交（按权限）,用户确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S05,用户确认,处理,提交/确认/处理/退回/转交（按权限）,验收,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S06,验收,用户确认,提交/确认/处理/退回/转交（按权限）,知识沉淀,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P088,IT服务请求,员工端,S07,知识沉淀,验收,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S01,发布申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,测试证据,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S02,测试证据,发布申请,提交/确认/处理/退回/转交（按权限）,业务确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S03,业务确认,测试证据,提交/确认/处理/退回/转交（按权限）,变更评审,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S04,变更评审,业务确认,提交/确认/处理/退回/转交（按权限）,窗口执行,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S05,窗口执行,变更评审,提交/确认/处理/退回/转交（按权限）,健康检查,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S06,健康检查,窗口执行,提交/确认/处理/退回/转交（按权限）,灰度,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S07,灰度,健康检查,提交/确认/处理/退回/转交（按权限）,全量或回退,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S08,全量或回退,灰度,提交/确认/处理/退回/转交（按权限）,归档,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P089,生产发布,员工端,S09,归档,全量或回退,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P090,账号执行,员工端,S01,业务授权批准,流程触发/发起,提交/确认/处理/退回/转交（按权限）,执行任务,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P090,账号执行,员工端,S02,执行任务,业务授权批准,提交/确认/处理/退回/转交（按权限）,最小权限配置,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P090,账号执行,员工端,S03,最小权限配置,执行任务,提交/确认/处理/退回/转交（按权限）,回执,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P090,账号执行,员工端,S04,回执,最小权限配置,提交/确认/处理/退回/转交（按权限）,权限复核,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P090,账号执行,员工端,S05,权限复核,回执,提交/确认/处理/退回/转交（按权限）,到期/离职回收,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P090,账号执行,员工端,S06,到期/离职回收,权限复核,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P091,恢复演练,员工端,S01,演练计划,流程触发/发起,提交/确认/处理/退回/转交（按权限）,备份选择,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P091,恢复演练,员工端,S02,备份选择,演练计划,提交/确认/处理/退回/转交（按权限）,隔离环境恢复,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P091,恢复演练,员工端,S03,隔离环境恢复,备份选择,提交/确认/处理/退回/转交（按权限）,数据一致性验证,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P091,恢复演练,员工端,S04,数据一致性验证,隔离环境恢复,提交/确认/处理/退回/转交（按权限）,结果报告,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P091,恢复演练,员工端,S05,结果报告,数据一致性验证,提交/确认/处理/退回/转交（按权限）,整改,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P091,恢复演练,员工端,S06,整改,结果报告,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S01,需求基线,流程触发/发起,提交/确认/处理/退回/转交（按权限）,方案评审,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S02,方案评审,需求基线,提交/确认/处理/退回/转交（按权限）,任务拆分,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S03,任务拆分,方案评审,提交/确认/处理/退回/转交（按权限）,失败测试,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S04,失败测试,任务拆分,提交/确认/处理/退回/转交（按权限）,最小实现,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S05,最小实现,失败测试,提交/确认/处理/退回/转交（按权限）,代码评审,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S06,代码评审,最小实现,提交/确认/处理/退回/转交（按权限）,自动化测试,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S07,自动化测试,代码评审,提交/确认/处理/退回/转交（按权限）,验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S08,验收,自动化测试,提交/确认/处理/退回/转交（按权限）,发布,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P092,需求开发,员工端,S09,发布,验收,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S01,复现,流程触发/发起,提交/确认/处理/退回/转交（按权限）,严重度,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S02,严重度,复现,提交/确认/处理/退回/转交（按权限）,根因,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S03,根因,严重度,提交/确认/处理/退回/转交（按权限）,回归测试先行,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S04,回归测试先行,根因,提交/确认/处理/退回/转交（按权限）,修复,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S05,修复,回归测试先行,提交/确认/处理/退回/转交（按权限）,安全与影响审查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S06,安全与影响审查,修复,提交/确认/处理/退回/转交（按权限）,发布,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S07,发布,安全与影响审查,提交/确认/处理/退回/转交（按权限）,监控,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P093,缺陷修复,员工端,S08,监控,发布,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P094,版本发布,员工端,S01,冻结范围,流程触发/发起,提交/确认/处理/退回/转交（按权限）,构建,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P094,版本发布,员工端,S02,构建,冻结范围,提交/确认/处理/退回/转交（按权限）,测试门禁,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P094,版本发布,员工端,S03,测试门禁,构建,提交/确认/处理/退回/转交（按权限）,迁移演练,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P094,版本发布,员工端,S04,迁移演练,测试门禁,提交/确认/处理/退回/转交（按权限）,变更审批,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P094,版本发布,员工端,S05,变更审批,迁移演练,提交/确认/处理/退回/转交（按权限）,灰度,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P094,版本发布,员工端,S06,灰度,变更审批,提交/确认/处理/退回/转交（按权限）,监控,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
