table,name,columns,kind,unique,where,purpose
reward.reward_case,idx_reward_reward_case_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reward.reward_case,uk_reward_reward_case_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
reward.discipline_case,idx_reward_discipline_case_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reward.discipline_case,uk_reward_discipline_case_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
reward.discipline_case,idx_reward_discipline_case_status,"tenant_id,status",BTREE,否,,待办和状态查询
reward.discipline_case,idx_reward_discipline_case_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reward.discipline_case,idx_reward_discipline_case_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reward.discipline_case,uk_reward_discipline_case_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
reward.point_transaction,idx_reward_point_transaction_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reward.point_transaction,uk_reward_point_transaction_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
reward.point_transaction,idx_reward_point_transaction_status,"tenant_id,status",BTREE,否,,待办和状态查询
reward.point_transaction,idx_reward_point_transaction_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reward.point_transaction,idx_reward_point_transaction_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reward.point_transaction,uk_reward_point_transaction_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
reward.point_transaction_item,idx_reward_point_transaction_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reward.point_transaction_item,idx_reward_point_transaction_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
welfare.care_case,idx_welfare_care_case_tenant,tenant_id,BTREE,否,,租户过滤/RLS
welfare.care_case,uk_welfare_care_case_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
welfare.care_case,idx_welfare_care_case_status,"tenant_id,status",BTREE,否,,待办和状态查询
welfare.care_case,idx_welfare_care_case_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
welfare.care_case,idx_welfare_care_case_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
welfare.care_case,uk_welfare_care_case_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
integration.data_import_job_item,idx_integration_data_import_job_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
integration.data_import_job_item,idx_integration_data_import_job_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
audit.data_export_request_item,idx_audit_data_export_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
audit.data_export_request_item,idx_audit_data_export_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
audit.data_quality_issue_item,idx_audit_data_quality_issue_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
audit.data_quality_issue_item,idx_audit_data_quality_issue_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
collaboration.executive_directive,idx_collaboration_executive_directive_tenant,tenant_id,BTREE,否,,租户过滤/RLS
collaboration.executive_directive,uk_collaboration_executive_directive_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
collaboration.executive_directive,idx_collaboration_executive_directive_status,"tenant_id,status",BTREE,否,,待办和状态查询
collaboration.executive_directive,idx_collaboration_executive_directive_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
collaboration.executive_directive,idx_collaboration_executive_directive_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
collaboration.executive_directive,uk_collaboration_executive_directive_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
collaboration.executive_directive_item,idx_collaboration_executive_directive_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
collaboration.executive_directive_item,idx_collaboration_executive_directive_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
collaboration.major_matter,idx_collaboration_major_matter_tenant,tenant_id,BTREE,否,,租户过滤/RLS
collaboration.major_matter,uk_collaboration_major_matter_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
collaboration.major_matter,idx_collaboration_major_matter_status,"tenant_id,status",BTREE,否,,待办和状态查询
collaboration.major_matter,idx_collaboration_major_matter_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
collaboration.major_matter,idx_collaboration_major_matter_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
collaboration.major_matter,uk_collaboration_major_matter_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
finance.budget_request,idx_finance_budget_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.budget_request,uk_finance_budget_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
finance.budget_request,idx_finance_budget_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
finance.budget_request,idx_finance_budget_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.budget_request,idx_finance_budget_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
finance.budget_request,uk_finance_budget_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
finance.budget_request_item,idx_finance_budget_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.budget_request_item,idx_finance_budget_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.expense_claim,idx_finance_expense_claim_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.expense_claim,uk_finance_expense_claim_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
finance.expense_claim,idx_finance_expense_claim_status,"tenant_id,status",BTREE,否,,待办和状态查询
finance.expense_claim,idx_finance_expense_claim_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.expense_claim,idx_finance_expense_claim_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
finance.expense_claim,uk_finance_expense_claim_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
finance.expense_claim_item,idx_finance_expense_claim_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.expense_claim_item,idx_finance_expense_claim_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.loan_request,idx_finance_loan_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.loan_request,uk_finance_loan_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
finance.loan_request,idx_finance_loan_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
finance.loan_request,idx_finance_loan_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.loan_request,idx_finance_loan_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
finance.loan_request,uk_finance_loan_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
finance.loan_request_item,idx_finance_loan_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.loan_request_item,idx_finance_loan_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.reconciliation_task,idx_finance_reconciliation_task_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.reconciliation_task,uk_finance_reconciliation_task_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
finance.reconciliation_task,idx_finance_reconciliation_task_status,"tenant_id,status",BTREE,否,,待办和状态查询
finance.reconciliation_task,idx_finance_reconciliation_task_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
finance.reconciliation_task,idx_finance_reconciliation_task_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
finance.reconciliation_task,uk_finance_reconciliation_task_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
finance.reconciliation_task_item,idx_finance_reconciliation_task_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
finance.reconciliation_task_item,idx_finance_reconciliation_task_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
hr.employee_onboarding,idx_hr_employee_onboarding_tenant,tenant_id,BTREE,否,,租户过滤/RLS
hr.employee_onboarding,uk_hr_employee_onboarding_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
hr.employee_onboarding,idx_hr_employee_onboarding_status,"tenant_id,status",BTREE,否,,待办和状态查询
hr.employee_onboarding,idx_hr_employee_onboarding_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
hr.employee_onboarding,idx_hr_employee_onboarding_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
hr.employee_onboarding,uk_hr_employee_onboarding_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
hr.employee_onboarding_item,idx_hr_employee_onboarding_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
hr.employee_onboarding_item,idx_hr_employee_onboarding_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
hr.employee_transfer,idx_hr_employee_transfer_tenant,tenant_id,BTREE,否,,租户过滤/RLS
hr.employee_transfer,uk_hr_employee_transfer_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
hr.employee_transfer,idx_hr_employee_transfer_status,"tenant_id,status",BTREE,否,,待办和状态查询
hr.employee_transfer,idx_hr_employee_transfer_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
hr.employee_transfer,idx_hr_employee_transfer_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
hr.employee_transfer,uk_hr_employee_transfer_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
hr.employee_transfer_item,idx_hr_employee_transfer_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
hr.employee_transfer_item,idx_hr_employee_transfer_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
hr.employee_offboarding,idx_hr_employee_offboarding_tenant,tenant_id,BTREE,否,,租户过滤/RLS
hr.employee_offboarding,uk_hr_employee_offboarding_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
hr.employee_offboarding,idx_hr_employee_offboarding_status,"tenant_id,status",BTREE,否,,待办和状态查询
hr.employee_offboarding,idx_hr_employee_offboarding_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
hr.employee_offboarding,idx_hr_employee_offboarding_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
hr.employee_offboarding,uk_hr_employee_offboarding_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
hr.employee_offboarding_item,idx_hr_employee_offboarding_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
hr.employee_offboarding_item,idx_hr_employee_offboarding_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
archive.archive_package,idx_archive_archive_package_tenant,tenant_id,BTREE,否,,租户过滤/RLS
archive.archive_package,uk_archive_archive_package_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
archive.archive_package,idx_archive_archive_package_status,"tenant_id,status",BTREE,否,,待办和状态查询
archive.archive_package,idx_archive_archive_package_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
archive.archive_package,idx_archive_archive_package_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
archive.archive_package,uk_archive_archive_package_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
archive.archive_package_item,idx_archive_archive_package_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
archive.archive_package_item,idx_archive_archive_package_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
archive.borrow_request,idx_archive_borrow_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
archive.borrow_request,uk_archive_borrow_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
archive.borrow_request,idx_archive_borrow_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
archive.borrow_request,idx_archive_borrow_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
archive.borrow_request,idx_archive_borrow_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
archive.borrow_request,uk_archive_borrow_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
archive.borrow_request_item,idx_archive_borrow_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
archive.borrow_request_item,idx_archive_borrow_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
archive.disposal_appraisal,idx_archive_disposal_appraisal_tenant,tenant_id,BTREE,否,,租户过滤/RLS
archive.disposal_appraisal,uk_archive_disposal_appraisal_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
archive.disposal_appraisal,idx_archive_disposal_appraisal_status,"tenant_id,status",BTREE,否,,待办和状态查询
archive.disposal_appraisal,idx_archive_disposal_appraisal_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
archive.disposal_appraisal,idx_archive_disposal_appraisal_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
archive.disposal_appraisal,uk_archive_disposal_appraisal_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
archive.disposal_appraisal_item,idx_archive_disposal_appraisal_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
archive.disposal_appraisal_item,idx_archive_disposal_appraisal_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
procurement.purchase_request,idx_procurement_purchase_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
procurement.purchase_request,uk_procurement_purchase_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
procurement.purchase_request,idx_procurement_purchase_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
procurement.purchase_request,idx_procurement_purchase_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
procurement.purchase_request,idx_procurement_purchase_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
procurement.purchase_request,uk_procurement_purchase_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
procurement.purchase_request_item,idx_procurement_purchase_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
procurement.purchase_request_item,idx_procurement_purchase_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
procurement.emergency_purchase,idx_procurement_emergency_purchase_tenant,tenant_id,BTREE,否,,租户过滤/RLS
procurement.emergency_purchase,uk_procurement_emergency_purchase_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
procurement.emergency_purchase,idx_procurement_emergency_purchase_status,"tenant_id,status",BTREE,否,,待办和状态查询
procurement.emergency_purchase,idx_procurement_emergency_purchase_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
procurement.emergency_purchase,idx_procurement_emergency_purchase_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
procurement.emergency_purchase,uk_procurement_emergency_purchase_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
procurement.emergency_purchase_item,idx_procurement_emergency_purchase_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
procurement.emergency_purchase_item,idx_procurement_emergency_purchase_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
procurement.purchase_return,idx_procurement_purchase_return_tenant,tenant_id,BTREE,否,,租户过滤/RLS
procurement.purchase_return,uk_procurement_purchase_return_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
procurement.purchase_return,idx_procurement_purchase_return_status,"tenant_id,status",BTREE,否,,待办和状态查询
procurement.purchase_return,idx_procurement_purchase_return_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
procurement.purchase_return,idx_procurement_purchase_return_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
procurement.purchase_return,uk_procurement_purchase_return_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
procurement.purchase_return_item,idx_procurement_purchase_return_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
procurement.purchase_return_item,idx_procurement_purchase_return_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ticketing.ticket_order,idx_ticketing_ticket_order_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ticketing.ticket_order,uk_ticketing_ticket_order_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ticketing.ticket_order,idx_ticketing_ticket_order_status,"tenant_id,status",BTREE,否,,待办和状态查询
ticketing.ticket_order,idx_ticketing_ticket_order_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ticketing.ticket_order,idx_ticketing_ticket_order_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ticketing.ticket_order,uk_ticketing_ticket_order_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ticketing.ticket_order_item,idx_ticketing_ticket_order_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ticketing.ticket_order_item,idx_ticketing_ticket_order_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ticketing.ticket_refund_change,idx_ticketing_ticket_refund_change_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ticketing.ticket_refund_change,uk_ticketing_ticket_refund_change_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ticketing.ticket_refund_change,idx_ticketing_ticket_refund_change_status,"tenant_id,status",BTREE,否,,待办和状态查询
ticketing.ticket_refund_change,idx_ticketing_ticket_refund_change_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ticketing.ticket_refund_change,idx_ticketing_ticket_refund_change_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ticketing.ticket_refund_change,uk_ticketing_ticket_refund_change_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ticketing.ticket_refund_change_item,idx_ticketing_ticket_refund_change_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ticketing.ticket_refund_change_item,idx_ticketing_ticket_refund_change_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ticketing.offline_check_event,idx_ticketing_offline_check_event_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ticketing.offline_check_event,uk_ticketing_offline_check_event_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ticketing.offline_check_event,idx_ticketing_offline_check_event_status,"tenant_id,status",BTREE,否,,待办和状态查询
ticketing.offline_check_event,idx_ticketing_offline_check_event_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ticketing.offline_check_event,idx_ticketing_offline_check_event_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ticketing.offline_check_event,uk_ticketing_offline_check_event_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ticketing.offline_check_event_item,idx_ticketing_offline_check_event_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ticketing.offline_check_event_item,idx_ticketing_offline_check_event_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
crm.opportunity,idx_crm_opportunity_tenant,tenant_id,BTREE,否,,租户过滤/RLS
crm.opportunity,uk_crm_opportunity_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
crm.opportunity,idx_crm_opportunity_status,"tenant_id,status",BTREE,否,,待办和状态查询
crm.opportunity,idx_crm_opportunity_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
crm.opportunity,idx_crm_opportunity_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
crm.opportunity,uk_crm_opportunity_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
crm.opportunity_item,idx_crm_opportunity_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
crm.opportunity_item,idx_crm_opportunity_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
marketing.campaign,idx_marketing_campaign_tenant,tenant_id,BTREE,否,,租户过滤/RLS
marketing.campaign,uk_marketing_campaign_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
marketing.campaign,idx_marketing_campaign_status,"tenant_id,status",BTREE,否,,待办和状态查询
marketing.campaign,idx_marketing_campaign_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
marketing.campaign,idx_marketing_campaign_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
marketing.campaign,uk_marketing_campaign_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
marketing.campaign_item,idx_marketing_campaign_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
marketing.campaign_item,idx_marketing_campaign_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
crm.channel_partner,idx_crm_channel_partner_tenant,tenant_id,BTREE,否,,租户过滤/RLS
crm.channel_partner,uk_crm_channel_partner_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
crm.channel_partner,idx_crm_channel_partner_status,"tenant_id,status",BTREE,否,,待办和状态查询
crm.channel_partner,idx_crm_channel_partner_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
crm.channel_partner,idx_crm_channel_partner_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
crm.channel_partner,uk_crm_channel_partner_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
crm.channel_partner_item,idx_crm_channel_partner_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
crm.channel_partner_item,idx_crm_channel_partner_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
education.course_product,idx_education_course_product_tenant,tenant_id,BTREE,否,,租户过滤/RLS
education.course_product,uk_education_course_product_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
education.course_product,idx_education_course_product_status,"tenant_id,status",BTREE,否,,待办和状态查询
education.course_product,idx_education_course_product_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
education.course_product,idx_education_course_product_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
education.course_product,uk_education_course_product_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
education.study_tour_delivery,idx_education_study_tour_delivery_tenant,tenant_id,BTREE,否,,租户过滤/RLS
education.study_tour_delivery,uk_education_study_tour_delivery_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
education.study_tour_delivery,idx_education_study_tour_delivery_status,"tenant_id,status",BTREE,否,,待办和状态查询
education.study_tour_delivery,idx_education_study_tour_delivery_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
education.study_tour_delivery,idx_education_study_tour_delivery_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
education.study_tour_delivery,uk_education_study_tour_delivery_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
education.teacher_schedule,idx_education_teacher_schedule_tenant,tenant_id,BTREE,否,,租户过滤/RLS
education.teacher_schedule,uk_education_teacher_schedule_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
education.teacher_schedule,idx_education_teacher_schedule_status,"tenant_id,status",BTREE,否,,待办和状态查询
education.teacher_schedule,idx_education_teacher_schedule_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
education.teacher_schedule,idx_education_teacher_schedule_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
education.teacher_schedule,uk_education_teacher_schedule_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
education.teacher_schedule_item,idx_education_teacher_schedule_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
education.teacher_schedule_item,idx_education_teacher_schedule_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
administration.official_document,idx_administration_official_document_tenant,tenant_id,BTREE,否,,租户过滤/RLS
administration.official_document,uk_administration_official_document_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
administration.official_document,idx_administration_official_document_status,"tenant_id,status",BTREE,否,,待办和状态查询
administration.official_document,idx_administration_official_document_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
administration.official_document,idx_administration_official_document_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
administration.official_document,uk_administration_official_document_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
administration.official_document_item,idx_administration_official_document_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
administration.official_document_item,idx_administration_official_document_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
administration.large_event,idx_administration_large_event_tenant,tenant_id,BTREE,否,,租户过滤/RLS
administration.large_event,uk_administration_large_event_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
administration.large_event,idx_administration_large_event_status,"tenant_id,status",BTREE,否,,待办和状态查询
administration.large_event,idx_administration_large_event_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
administration.large_event,idx_administration_large_event_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
administration.large_event,uk_administration_large_event_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
administration.large_event_item,idx_administration_large_event_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
administration.large_event_item,idx_administration_large_event_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
asset.stock_in,idx_asset_stock_in_tenant,tenant_id,BTREE,否,,租户过滤/RLS
asset.stock_in,uk_asset_stock_in_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
asset.stock_in,idx_asset_stock_in_status,"tenant_id,status",BTREE,否,,待办和状态查询
asset.stock_in,idx_asset_stock_in_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
asset.stock_in,idx_asset_stock_in_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
asset.stock_in,uk_asset_stock_in_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
asset.asset_use_transaction,idx_asset_asset_use_transaction_tenant,tenant_id,BTREE,否,,租户过滤/RLS
asset.asset_use_transaction,uk_asset_asset_use_transaction_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
asset.asset_use_transaction,idx_asset_asset_use_transaction_status,"tenant_id,status",BTREE,否,,待办和状态查询
asset.asset_use_transaction,idx_asset_asset_use_transaction_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
asset.asset_use_transaction,idx_asset_asset_use_transaction_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
asset.asset_use_transaction,uk_asset_asset_use_transaction_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
asset.stocktake,idx_asset_stocktake_tenant,tenant_id,BTREE,否,,租户过滤/RLS
asset.stocktake,uk_asset_stocktake_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
asset.stocktake,idx_asset_stocktake_status,"tenant_id,status",BTREE,否,,待办和状态查询
asset.stocktake,idx_asset_stocktake_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
asset.stocktake,idx_asset_stocktake_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
asset.stocktake,uk_asset_stocktake_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
asset.stocktake_item,idx_asset_stocktake_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
asset.stocktake_item,idx_asset_stocktake_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
asset.asset_disposal,idx_asset_asset_disposal_tenant,tenant_id,BTREE,否,,租户过滤/RLS
asset.asset_disposal,uk_asset_asset_disposal_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
asset.asset_disposal,idx_asset_asset_disposal_status,"tenant_id,status",BTREE,否,,待办和状态查询
asset.asset_disposal,idx_asset_asset_disposal_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
asset.asset_disposal,idx_asset_asset_disposal_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
asset.asset_disposal,uk_asset_asset_disposal_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
fleet.vehicle_dispatch,idx_fleet_vehicle_dispatch_tenant,tenant_id,BTREE,否,,租户过滤/RLS
fleet.vehicle_dispatch,uk_fleet_vehicle_dispatch_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
fleet.vehicle_dispatch,idx_fleet_vehicle_dispatch_status,"tenant_id,status",BTREE,否,,待办和状态查询
fleet.vehicle_dispatch,idx_fleet_vehicle_dispatch_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
fleet.vehicle_dispatch,idx_fleet_vehicle_dispatch_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
